season,period_type,division,game_number,course_name,player_a,player_b,source_row_a,source_row_b,source_cell_a,source_cell_b,source_color,played_state,pairing_status,evidence_type,source_workbook,source_tab,source_range,source_sha256,source_era,provenance,notes
1,season,4,2,SSH, Mr.Cory ,,47,,L47,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,2,SSH,Julian1830,,48,,L48,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,2,SSH,PhilJacobs123,,49,,L49,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,2,SSH,Domey34,,50,,L50,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,2,SSH,InigoMontoya- GARBS,,51,,L51,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME,StrokeLimitReached,,42,,M42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME,KCRob,,43,,M43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME,Rolyt,,44,,M44,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME,NuttyGrandpa ,,45,,M45,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME,RyRy2K22,,46,,M46,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME, Mr.Cory ,,47,,M47,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME,Julian1830,,48,,M48,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME,PhilJacobs123,,49,,M49,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME,Domey34,,50,,M50,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,3,AME,InigoMontoya- GARBS,,51,,M51,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH,StrokeLimitReached,,42,,N42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH,KCRob,,43,,N43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH,Rolyt,,44,,N44,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH,NuttyGrandpa ,,45,,N45,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH,RyRy2K22,,46,,N46,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH, Mr.Cory ,,47,,N47,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH,Julian1830,,48,,N48,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH,PhilJacobs123,,49,,N49,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH,Domey34,,50,,N50,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,4,TTH,InigoMontoya- GARBS,,51,,N51,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE,StrokeLimitReached,,42,,O42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE,KCRob,,43,,O43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE,Rolyt,,44,,O44,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE,NuttyGrandpa ,,45,,O45,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE,RyRy2K22,,46,,O46,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE, Mr.Cory ,,47,,O47,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE,Julian1830,,48,,O48,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE,PhilJacobs123,,49,,O49,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE,Domey34,,50,,O50,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,5,TTE,InigoMontoya- GARBS,,51,,O51,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH,StrokeLimitReached,,42,,P42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH,KCRob,,43,,P43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH,Rolyt,,44,,P44,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH,NuttyGrandpa ,,45,,P45,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH,RyRy2K22,,46,,P46,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH, Mr.Cory ,,47,,P47,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH,Julian1830,,48,,P48,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH,PhilJacobs123,,49,,P49,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH,Domey34,,50,,P50,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,6,QVH,InigoMontoya- GARBS,,51,,P51,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE,StrokeLimitReached,,42,,Q42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE,KCRob,,43,,Q43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE,Rolyt,,44,,Q44,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE,NuttyGrandpa ,,45,,Q45,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE,RyRy2K22,,46,,Q46,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE, Mr.Cory ,,47,,Q47,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE,Julian1830,,48,,Q48,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE,PhilJacobs123,,49,,Q49,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE,Domey34,,50,,Q50,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,7,SLE,InigoMontoya- GARBS,,51,,Q51,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,8,LAB EASY,StrokeLimitReached,,42,,R42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,8,LAB EASY,KCRob,,43,,R43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,8,LAB EASY,Rolyt,,44,,R44,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,8,LAB EASY,NuttyGrandpa ,,45,,R45,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,8,LAB EASY,RyRy2K22,,46,,R46,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,8,LAB EASY, Mr.Cory ,,47,,R47,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,8,LAB EASY,Julian1830,,48,,R48,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
1,season,4,8,LAB EASY,PhilJacobs123,,49,,R49,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,PAST SEASONS,S1,'S1'!A1:T54,470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e,legacy_9_course_aggregate_s1,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
